Date,Time,Location,Vehicle_Type,Avg_Speed_kmph,Congestion_Level_pct,Weather
2023-09-15,22:45,North Junction,Motorbike,37.1,24.6,Clear
2023-08-05,20:45,North Junction,Bus,22.9,17.9,Cloudy
2023-11-24,04:30,Market Street,Car,32.9,23.9,Cloudy
2023-07-19,00:15,Riverside,Bus,25.0,29.7,Clear
2023-10-05,11:00,University Rd,Car,25.7,43.6,Cloudy
2023-03-27,17:30,South Park,Truck,18.4,68.6,Cloudy
2023-11-30,15:45,Market Street,Car,26.4,41.1,Cloudy
2023-03-03,00:45,Riverside,Motorbike,49.9,10.7,Clear
2023-02-03,13:30,University Rd,Car,21.4,50.3,Clear
2023-06-02,04:30,Riverside,Car,39.6,17.4,Cloudy
2023-03-24,00:00,Riverside,Motorbike,32.1,50.0,Rain
2023-08-22,13:15,Industrial Zone,Car,32.5,33.8,Clear
2023-06-03,21:15,South Park,Bicycle,23.4,14.9,Clear
2023-01-25,12:45,Industrial Zone,Bicycle,15.4,48.9,Rain
2023-12-24,00:00,North Junction,Motorbike,37.8,30.7,Clear
2023-01-01,19:15,University Rd,Auto-Rickshaw,12.4,45.8,Clear
2023-03-14,09:45,Station Road,Motorbike,12.2,98.2,Rain
2023-08-17,21:00,Harbor Blvd,Car,40.9,10.7,Clear
2023-09-15,16:15,Central Ave,Bicycle,17.9,26.2,Clear
2023-01-30,03:00,Central Ave,Auto-Rickshaw,23.6,15.0,Clear
2023-07-16,00:00,Harbor Blvd,Car,38.6,18.9,Clear
2023-07-30,03:45,Old Town,Auto-Rickshaw,14.8,25.9,Clear
2023-03-29,09:15,South Park,Car,24.7,55.9,Clear
2023-09-20,18:00,University Rd,Motorbike,5.2,93.8,Fog
2023-10-09,10:30,Industrial Zone,Car,16.4,61.4,Fog
2023-02-08,06:15,Old Town,Car,36.6,14.8,Clear
2023-01-25,15:45,Station Road,Car,22.1,76.3,Rain
2023-02-26,12:45,South Park,Bus,22.2,17.9,Clear
2023-10-26,02:45,Central Ave,Motorbike,38.3,26.3,Clear
2023-12-30,10:45,Market Street,Truck,16.2,55.6,Cloudy
2023-01-16,08:00,North Junction,Motorbike,10.3,95.4,Rain
2023-05-12,20:30,Old Town,Car,46.6,0.0,Clear
2023-11-01,21:00,Industrial Zone,Truck,33.8,13.0,Clear
2023-01-23,23:30,Station Road,Auto-Rickshaw,22.1,46.5,Rain
2023-03-06,12:45,Central Ave,Motorbike,28.1,61.2,Clear
2023-01-22,10:30,Harbor Blvd,Car,25.2,42.5,Rain
2023-05-10,05:00,Central Ave,Car,35.4,25.9,Clear
2023-03-27,16:45,South Park,Car,34.3,22.2,Clear
2023-12-11,23:30,Harbor Blvd,Motorbike,50.7,4.5,Clear
2023-04-08,06:15,Old Town,Motorbike,42.7,16.8,Clear
2023-05-13,00:45,Central Ave,Car,35.4,38.0,Fog
2023-12-12,18:45,Industrial Zone,Car,34.3,35.0,Cloudy
2023-04-04,19:30,Market Street,Bus,13.9,75.2,Clear
2023-11-20,21:30,Harbor Blvd,Auto-Rickshaw,18.7,35.9,Clear
2023-10-28,17:45,Central Ave,Car,21.7,66.6,Clear
2023-02-12,13:45,South Park,Truck,28.1,21.9,Rain
2023-08-29,21:00,University Rd,Car,41.6,10.7,Clear
2023-07-14,18:00,Riverside,Bicycle,8.8,59.5,Clear
2023-11-04,23:00,Harbor Blvd,Car,39.1,5.3,Cloudy
2023-12-10,08:15,Riverside,Car,32.8,32.5,Clear
2023-10-31,07:15,Old Town,Car,23.5,58.7,Clear
2023-10-25,15:00,Industrial Zone,Car,40.5,11.9,Cloudy
2023-11-05,00:00,Market Street,Truck,22.0,39.7,Rain
2023-02-27,00:00,Industrial Zone,Car,24.0,44.8,Fog
2023-01-03,00:30,Riverside,Bus,24.2,20.0,Clear
2023-12-02,23:15,Station Road,Bus,27.3,22.5,Cloudy
2023-11-11,14:15,Industrial Zone,Car,12.9,76.0,Stormy
2023-08-25,23:00,North Junction,Truck,27.0,28.2,Clear
2023-11-30,06:00,Old Town,Motorbike,40.7,37.4,Cloudy
2023-08-11,03:00,North Junction,Bicycle,11.6,24.1,Clear
2023-02-21,19:45,Riverside,Car,23.2,64.9,Clear
2023-04-17,13:15,Industrial Zone,Car,30.5,29.6,Clear
2023-02-22,23:45,Industrial Zone,Auto-Rickshaw,12.7,42.8,Clear
2023-06-13,06:30,Harbor Blvd,Motorbike,45.5,13.4,Rain
2023-12-03,06:45,Old Town,Car,41.2,10.9,Clear
2023-06-14,06:30,Old Town,Car,39.2,15.8,Fog
2023-01-08,05:30,Old Town,Car,43.3,10.6,Cloudy
2023-05-25,08:45,Market Street,Auto-Rickshaw,9.5,70.8,Clear
2023-12-17,02:00,Central Ave,Car,25.6,42.0,Clear
2023-09-21,11:00,Market Street,Motorbike,37.9,46.4,Cloudy
2023-07-07,17:30,Station Road,Motorbike,35.6,35.5,Clear
2023-03-15,03:45,Central Ave,Motorbike,33.6,35.8,Clear
2023-10-12,22:15,Riverside,Car,24.9,58.9,Fog
2023-03-27,21:15,South Park,Auto-Rickshaw,18.4,21.4,Rain
2023-09-26,14:30,Old Town,Motorbike,44.2,13.6,Rain
2023-09-05,21:00,Central Ave,Car,38.1,32.7,Rain
2023-03-27,02:30,Market Street,Truck,20.1,39.0,Cloudy
2023-06-12,02:45,North Junction,Bus,22.0,32.2,Rain
2023-08-20,18:00,Market Street,Car,16.5,71.3,Cloudy
2023-11-18,15:30,Old Town,Car,28.4,32.4,Clear
2023-03-01,12:00,Harbor Blvd,Car,28.8,43.8,Clear
2023-06-12,22:45,Harbor Blvd,Car,38.6,21.2,Rain
2023-07-07,21:45,University Rd,Bicycle,16.2,36.3,Clear
2023-12-27,21:15,Central Ave,Truck,23.9,29.2,Clear
2023-11-20,18:00,North Junction,Car,33.9,25.6,Clear
2023-04-18,15:15,Harbor Blvd,Motorbike,41.8,18.1,Clear
2023-07-21,13:00,South Park,Auto-Rickshaw,17.2,13.8,Clear
2023-07-07,21:45,Harbor Blvd,Motorbike,26.1,47.3,Rain
2023-08-27,03:00,South Park,Car,30.4,31.7,Clear
2023-06-09,19:15,Old Town,Car,20.6,64.4,Clear
2023-02-10,18:45,North Junction,Motorbike,28.3,50.1,Cloudy
2023-10-10,17:45,Harbor Blvd,Bus,6.1,77.1,Cloudy
2023-02-20,14:30,Central Ave,Bus,11.0,45.5,Cloudy
2023-01-23,03:30,Central Ave,Bus,17.0,41.0,Clear
2023-08-23,09:00,South Park,Motorbike,24.5,62.7,Cloudy
2023-11-15,19:15,North Junction,Car,15.0,67.7,Clear
2023-12-19,08:45,Market Street,Car,11.3,79.1,Rain
2023-12-08,10:15,Old Town,Car,26.7,53.6,Fog
2023-04-21,12:30,Industrial Zone,Car,35.9,31.9,Fog
2023-05-03,04:00,Station Road,Car,31.6,29.4,Stormy
2023-12-04,14:15,North Junction,Motorbike,41.2,29.4,Rain
2023-11-22,15:00,North Junction,Car,25.0,45.7,Clear
2023-11-29,16:45,Market Street,Motorbike,35.9,26.9,Rain
2023-03-14,20:15,North Junction,Auto-Rickshaw,15.1,42.8,Clear
2023-12-07,01:15,Harbor Blvd,Motorbike,37.0,35.4,Fog
2023-09-09,09:15,Old Town,Car,30.4,42.4,Clear
2023-07-11,00:45,Market Street,Car,26.7,40.0,Clear
2023-07-29,12:00,Station Road,Car,32.2,33.5,Clear
2023-02-25,04:30,North Junction,Motorbike,38.6,41.3,Clear
2023-10-25,02:45,Industrial Zone,Motorbike,40.3,13.8,Clear
2023-03-31,01:45,Station Road,Car,31.3,35.9,Clear
2023-09-14,14:45,Riverside,Motorbike,28.9,37.8,Clear
2023-08-06,17:15,Central Ave,Car,17.5,59.8,Clear
2023-05-11,13:00,Riverside,Truck,25.5,42.1,Rain
2023-01-29,10:45,Harbor Blvd,Truck,22.5,43.3,Cloudy
2023-12-09,17:15,Market Street,Bus,11.1,78.3,Rain
2023-09-13,23:45,Central Ave,Auto-Rickshaw,16.8,47.0,Clear
2023-12-11,09:15,South Park,Car,11.5,94.3,Stormy
2023-05-08,00:45,Station Road,Auto-Rickshaw,15.9,40.0,Cloudy
2023-08-30,05:00,Riverside,Motorbike,46.0,25.2,Stormy
2023-01-16,02:00,Harbor Blvd,Car,30.7,33.2,Clear
2023-05-02,21:45,University Rd,Car,36.1,16.1,Clear
2023-11-01,22:00,Old Town,Bus,31.0,0.0,Clear
2023-06-12,20:00,Industrial Zone,Truck,32.5,0.0,Clear
2023-05-14,12:30,Station Road,Car,28.3,45.1,Clear
2023-03-08,11:45,Station Road,Car,24.7,45.8,Fog
2023-10-24,02:30,Station Road,Motorbike,41.4,31.6,Rain
2023-02-11,05:00,Central Ave,Car,27.4,43.0,Clear
2023-01-14,18:30,Riverside,Car,14.8,95.0,Clear
2023-06-27,19:00,Riverside,Motorbike,22.8,60.8,Clear
2023-02-03,23:00,Station Road,Bus,29.9,18.0,Clear
2023-08-02,12:15,Harbor Blvd,Auto-Rickshaw,23.2,25.4,Clear
2023-05-30,18:15,South Park,Car,25.9,53.0,Clear
2023-05-11,02:00,Harbor Blvd,Car,32.9,24.9,Clear
2023-06-25,14:45,North Junction,Car,38.7,9.8,Clear
2023-11-23,17:15,Harbor Blvd,Car,22.0,58.7,Fog
2023-01-07,03:30,Old Town,Motorbike,39.1,19.0,Clear
2023-08-12,14:00,North Junction,Auto-Rickshaw,14.4,33.6,Cloudy
2023-01-23,09:45,Station Road,Car,17.2,68.3,Clear
2023-07-17,10:00,Industrial Zone,Car,28.8,31.9,Cloudy
2023-04-29,17:15,South Park,Car,11.5,80.7,Rain
2023-06-25,05:15,North Junction,Car,34.7,30.9,Fog
2023-10-15,15:45,North Junction,Car,12.8,89.4,Cloudy
2023-10-24,21:00,Industrial Zone,Car,44.8,0.0,Cloudy
2023-04-07,06:00,Old Town,Bicycle,19.6,13.2,Clear
2023-01-15,05:15,Old Town,Car,37.5,26.6,Cloudy
2023-07-26,11:45,Central Ave,Car,27.7,41.7,Clear
2023-07-26,18:15,Station Road,Car,23.3,69.1,Cloudy
2023-11-06,04:00,South Park,Motorbike,37.9,23.2,Fog
2023-03-11,23:30,Harbor Blvd,Bus,23.1,26.5,Fog
2023-07-30,17:15,Central Ave,Motorbike,13.6,80.6,Rain
2023-04-23,00:00,Central Ave,Truck,15.7,37.8,Clear
2023-03-08,07:30,Central Ave,Car,14.7,86.2,Cloudy
2023-03-08,01:45,Station Road,Car,38.0,27.4,Clear
2023-11-05,21:45,Harbor Blvd,Car,41.3,11.0,Clear
2023-05-19,23:00,North Junction,Car,34.7,24.8,Clear
2023-10-21,19:15,Central Ave,Car,24.5,60.3,Clear
2023-01-30,03:15,Harbor Blvd,Motorbike,42.7,22.1,Cloudy
2023-10-06,11:30,Industrial Zone,Car,32.3,37.8,Cloudy
2023-11-26,16:00,Harbor Blvd,Auto-Rickshaw,20.8,32.2,Clear
2023-11-03,21:00,Station Road,Bus,29.9,2.5,Clear
2023-09-25,14:45,South Park,Motorbike,30.9,49.3,Stormy
2023-11-30,22:15,Central Ave,Auto-Rickshaw,20.2,36.4,Clear
2023-01-05,15:15,Station Road,Truck,22.1,48.2,Fog
2023-10-13,22:30,Central Ave,Car,23.5,49.5,Rain
2023-03-01,12:45,Market Street,Motorbike,44.7,26.5,Cloudy
2023-06-18,11:15,Market Street,Car,34.5,33.3,Cloudy
2023-02-13,12:00,Central Ave,Motorbike,33.5,40.3,Clear
2023-02-10,14:45,Old Town,Car,28.6,48.1,Fog
2023-06-02,06:45,South Park,Motorbike,37.1,34.8,Clear
2023-06-22,11:30,Market Street,Motorbike,41.9,25.4,Clear
2023-07-10,06:45,Market Street,Car,30.1,39.7,Clear
2023-08-31,16:15,Central Ave,Bus,18.3,58.9,Clear
2023-11-27,04:30,Industrial Zone,Motorbike,41.0,15.7,Clear
2023-04-11,15:00,South Park,Motorbike,29.7,53.3,Fog
2023-06-01,02:30,North Junction,Bus,23.0,36.9,Cloudy
2023-05-26,09:30,North Junction,Car,33.4,32.1,Rain
2023-07-09,13:30,Station Road,Car,21.3,68.6,Clear
2023-09-13,15:45,Old Town,Motorbike,36.0,38.7,Rain
2023-01-27,05:15,Harbor Blvd,Bicycle,22.6,22.5,Fog
2023-01-29,10:00,Old Town,Auto-Rickshaw,21.6,35.3,Clear
2023-12-19,01:45,Industrial Zone,Bicycle,14.8,33.5,Cloudy
2023-07-11,11:00,Market Street,Motorbike,30.7,54.1,Cloudy
2023-09-04,09:30,Riverside,Car,38.0,30.7,Clear
2023-11-27,05:30,University Rd,Motorbike,37.6,25.1,Clear
2023-11-19,07:00,University Rd,Motorbike,13.7,80.9,Clear
2023-09-13,12:15,Central Ave,Motorbike,25.3,42.1,Clear
2023-01-30,22:45,Harbor Blvd,Truck,26.9,26.1,Clear
2023-11-11,00:15,North Junction,Motorbike,34.3,32.4,Clear
2023-11-07,03:45,North Junction,Auto-Rickshaw,20.3,31.0,Cloudy
2023-10-15,03:15,Station Road,Car,31.0,42.8,Clear
2023-02-11,01:30,Station Road,Bus,16.6,49.0,Clear
2023-05-04,13:00,Old Town,Motorbike,22.3,61.7,Cloudy
2023-12-17,17:45,University Rd,Motorbike,22.3,73.0,Clear
2023-02-12,20:15,Central Ave,Truck,20.3,35.4,Rain
2023-01-01,14:45,Riverside,Car,30.2,30.9,Clear
2023-02-03,10:30,Industrial Zone,Bus,19.1,40.4,Clear
2023-10-09,23:30,Market Street,Car,35.6,30.4,Cloudy
2023-07-26,18:15,Industrial Zone,Motorbike,24.1,62.1,Cloudy
2023-12-02,18:00,University Rd,Car,21.0,54.1,Clear
2023-09-02,20:00,University Rd,Bicycle,16.3,34.5,Clear
2023-02-04,08:15,Riverside,Car,33.2,37.8,Clear
2023-08-09,12:45,Old Town,Car,41.8,19.9,Clear
2023-08-17,23:45,North Junction,Truck,14.1,51.7,Rain
2023-01-30,17:15,Station Road,Car,7.4,93.0,Cloudy
2023-03-05,15:30,Central Ave,Car,21.1,58.6,Cloudy
2023-05-24,12:00,Old Town,Bus,18.0,43.6,Clear
2023-01-19,14:15,Riverside,Car,29.4,33.5,Clear
2023-11-09,19:15,Riverside,Car,12.0,76.0,Cloudy
2023-04-06,14:45,Harbor Blvd,Truck,28.5,18.2,Clear
2023-02-03,10:30,Riverside,Motorbike,38.4,30.3,Fog
2023-04-20,02:15,Station Road,Car,30.1,27.2,Rain
2023-12-22,09:00,Market Street,Car,12.9,77.0,Clear
2023-06-21,09:00,North Junction,Car,13.5,88.1,Cloudy
2023-01-02,15:15,Industrial Zone,Motorbike,28.6,45.0,Clear
2023-01-16,17:30,Station Road,Car,18.4,79.6,Rain
2023-02-08,16:15,Market Street,Car,29.7,29.7,Clear
2023-08-31,19:30,Market Street,Car,5.5,100.0,Clear
2023-10-16,19:45,Riverside,Bus,10.1,78.4,Rain
2023-12-20,10:30,Harbor Blvd,Car,28.9,42.2,Rain
2023-04-04,19:30,Old Town,Car,21.9,70.6,Rain
2023-04-22,16:45,Riverside,Car,38.3,22.5,Clear
2023-03-23,06:15,Central Ave,Motorbike,37.0,31.9,Clear
2023-05-15,10:00,Old Town,Car,38.0,17.3,Clear
2023-02-10,11:45,North Junction,Bus,15.1,51.9,Clear
2023-09-30,20:45,Industrial Zone,Motorbike,38.6,28.2,Clear
2023-12-22,01:30,South Park,Car,33.6,33.3,Fog
2023-12-10,13:45,South Park,Auto-Rickshaw,15.1,50.4,Clear
2023-01-22,23:30,Old Town,Bicycle,20.4,30.3,Clear
2023-03-20,06:00,University Rd,Car,30.7,45.5,Rain
2023-11-08,18:00,Central Ave,Car,21.8,58.1,Clear
2023-06-02,16:45,Old Town,Motorbike,37.2,23.8,Clear
2023-10-05,02:45,Old Town,Bus,22.5,15.7,Fog
2023-01-21,14:45,Market Street,Motorbike,36.6,47.3,Clear
2023-09-05,22:30,Riverside,Car,27.5,51.1,Rain
2023-11-01,16:45,Riverside,Car,27.2,45.4,Rain
2023-05-25,09:30,Market Street,Car,32.3,45.2,Clear
2023-04-24,13:15,Central Ave,Motorbike,27.1,54.9,Clear
2023-03-21,01:30,Station Road,Car,29.8,29.4,Clear
2023-07-20,05:30,Central Ave,Motorbike,41.3,17.8,Clear
2023-10-27,13:15,Riverside,Bicycle,18.4,39.5,Clear
2023-09-04,19:45,University Rd,Motorbike,33.5,31.0,Clear
2023-07-01,16:15,South Park,Motorbike,30.1,39.6,Cloudy
2023-07-09,09:00,Riverside,Bus,19.2,47.1,Rain
2023-05-18,00:15,Industrial Zone,Bus,15.2,36.7,Clear
2023-04-17,04:45,Central Ave,Car,29.6,31.4,Clear
2023-08-03,13:45,Harbor Blvd,Car,36.0,31.8,Clear
2023-04-11,20:30,Old Town,Car,36.0,23.3,Clear
2023-04-08,12:30,Central Ave,Truck,24.4,35.5,Clear
2023-05-29,10:45,Riverside,Auto-Rickshaw,15.9,50.7,Clear
2023-11-19,18:30,South Park,Motorbike,22.0,64.1,Clear
2023-05-23,20:00,Central Ave,Bus,17.7,45.0,Clear
2023-05-05,22:45,Industrial Zone,Truck,33.1,6.3,Cloudy
2023-12-22,05:45,Station Road,Motorbike,37.8,36.3,Clear
2023-01-16,19:00,Central Ave,Auto-Rickshaw,7.9,100.0,Fog
2023-06-09,18:45,Harbor Blvd,Auto-Rickshaw,8.9,66.2,Cloudy
2023-11-09,22:15,Station Road,Bus,17.0,65.7,Fog
2023-10-15,23:15,Riverside,Truck,24.4,20.6,Clear
2023-08-24,12:15,North Junction,Car,24.9,55.4,Clear
2023-05-12,06:30,Harbor Blvd,Motorbike,44.3,15.2,Clear
2023-11-07,21:45,Station Road,Car,22.8,64.4,Rain
2023-04-23,02:00,Market Street,Car,28.7,45.6,Clear
2023-02-05,19:00,Central Ave,Car,17.3,74.6,Clear
2023-05-03,08:45,North Junction,Truck,3.0,94.8,Cloudy
2023-10-15,20:00,North Junction,Car,30.0,35.3,Stormy
2023-03-06,16:00,North Junction,Car,34.4,21.4,Clear
2023-05-25,12:45,Market Street,Truck,11.6,67.9,Rain
2023-06-21,20:00,Riverside,Motorbike,50.3,0.0,Clear
2023-08-04,15:30,South Park,Car,37.1,23.2,Clear
2023-06-09,15:45,Station Road,Bus,24.1,21.1,Rain
2023-02-21,20:00,Station Road,Bus,17.7,46.6,Clear
2023-09-24,00:30,Market Street,Car,39.7,25.8,Fog
2023-05-02,18:00,Market Street,Bicycle,9.7,87.2,Stormy
2023-07-20,01:45,Market Street,Car,37.5,23.6,Clear
2023-12-27,02:45,Market Street,Bus,20.3,51.9,Clear
2023-05-25,08:30,Central Ave,Motorbike,23.9,73.5,Cloudy
2023-06-05,03:15,Market Street,Car,45.5,0.0,Clear
2023-02-11,17:45,Industrial Zone,Car,20.4,61.7,Clear
2023-02-21,13:30,University Rd,Car,29.8,47.3,Cloudy
2023-05-18,17:30,Harbor Blvd,Truck,13.7,70.6,Clear
2023-04-06,02:00,Station Road,Car,37.6,22.2,Fog
2023-02-20,01:45,University Rd,Motorbike,43.1,18.4,Cloudy
2023-03-19,13:15,Industrial Zone,Motorbike,35.5,38.2,Cloudy
2023-08-02,00:45,South Park,Motorbike,29.9,43.9,Rain
2023-03-22,13:00,North Junction,Bus,21.1,54.5,Rain
2023-08-17,09:15,Riverside,Auto-Rickshaw,12.2,51.7,Fog
2023-08-11,12:00,Old Town,Car,32.1,36.5,Clear
2023-10-08,06:30,North Junction,Car,36.9,24.5,Clear
2023-07-04,13:30,Market Street,Truck,6.9,70.4,Clear
2023-05-28,07:15,Station Road,Car,25.8,51.1,Clear
2023-05-29,00:15,South Park,Bicycle,16.5,37.9,Stormy
2023-07-07,01:15,Market Street,Truck,21.3,44.0,Cloudy
2023-03-06,14:15,Old Town,Motorbike,24.2,54.6,Rain
2023-06-13,21:45,University Rd,Car,43.2,15.0,Clear
2023-02-22,00:15,Central Ave,Truck,29.5,25.0,Clear
2023-06-10,19:30,Harbor Blvd,Motorbike,17.2,67.9,Clear
2023-07-04,21:30,Station Road,Car,23.1,56.2,Rain
2023-01-30,11:00,Old Town,Car,20.2,62.2,Clear
2023-03-01,15:45,Harbor Blvd,Car,20.1,59.7,Rain
2023-07-07,11:45,Harbor Blvd,Car,39.5,14.2,Rain
2023-03-24,14:30,Old Town,Car,29.0,44.2,Cloudy
2023-02-16,07:45,North Junction,Bus,6.9,65.9,Clear
2023-01-07,11:00,Old Town,Car,35.9,35.9,Clear
2023-06-19,10:15,Station Road,Motorbike,25.7,62.8,Rain
2023-10-09,02:30,Industrial Zone,Car,31.7,32.6,Clear
2023-08-08,10:00,South Park,Car,37.3,23.5,Clear
2023-06-06,05:30,Old Town,Truck,30.6,22.8,Rain
2023-11-20,19:30,North Junction,Car,29.7,43.9,Cloudy
2023-10-23,10:15,South Park,Car,26.9,37.0,Clear
2023-10-18,02:30,University Rd,Car,41.6,10.2,Clear
2023-07-11,21:30,Riverside,Truck,30.8,19.9,Cloudy
2023-03-29,23:30,Riverside,Motorbike,42.4,31.3,Clear
2023-04-01,15:15,Old Town,Car,26.5,53.6,Clear
2023-03-04,15:30,Market Street,Car,15.4,79.8,Clear
2023-05-26,05:15,Riverside,Car,39.4,21.5,Clear
2023-04-09,00:15,Market Street,Motorbike,43.7,20.4,Clear
2023-03-13,09:30,Industrial Zone,Car,34.5,37.5,Fog
2023-10-09,21:15,Station Road,Motorbike,41.7,8.9,Cloudy
2023-12-29,02:30,Harbor Blvd,Auto-Rickshaw,24.1,4.2,Cloudy
2023-06-12,18:00,Market Street,Car,12.5,75.5,Cloudy
2023-12-30,17:00,North Junction,Bus,7.3,95.2,Rain
2023-12-11,21:15,Riverside,Motorbike,40.9,16.9,Cloudy
2023-11-20,12:00,Central Ave,Car,27.3,50.8,Clear
2023-10-03,16:00,Industrial Zone,Bus,19.5,39.2,Clear
2023-05-19,06:30,Market Street,Car,50.7,10.8,Clear
2023-11-18,12:15,Industrial Zone,Truck,17.4,50.5,Clear
2023-07-20,16:00,South Park,Car,34.5,30.2,Clear
2023-06-19,06:00,Central Ave,Car,40.7,11.1,Clear
2023-07-02,10:15,Harbor Blvd,Car,43.4,12.3,Clear
2023-05-21,00:30,Riverside,Car,46.3,4.5,Clear
2023-11-24,18:45,Central Ave,Car,18.6,57.4,Clear
2023-08-30,21:45,Riverside,Car,41.0,12.1,Clear
2023-01-21,03:30,Central Ave,Bus,16.4,38.8,Fog
2023-11-14,20:30,Station Road,Car,26.3,31.6,Clear
2023-08-20,09:00,Station Road,Car,23.4,67.3,Clear
2023-11-17,07:00,Market Street,Motorbike,26.5,55.8,Clear
2023-01-12,13:15,Station Road,Car,22.1,63.2,Cloudy
2023-04-20,00:30,Market Street,Car,29.5,39.6,Clear
2023-03-08,10:30,South Park,Bus,24.5,20.9,Clear
2023-09-12,05:45,Harbor Blvd,Car,35.8,26.1,Clear
2023-07-30,23:00,North Junction,Motorbike,37.9,16.7,Clear
2023-02-26,22:15,Station Road,Car,29.7,29.4,Fog
2023-03-29,09:30,Station Road,Bicycle,3.0,90.5,Clear
2023-07-19,05:00,South Park,Car,39.9,13.8,Cloudy
2023-09-07,17:00,Industrial Zone,Car,13.5,76.8,Clear
2023-03-28,14:00,Market Street,Bus,13.0,60.9,Rain
2023-11-30,10:15,Old Town,Truck,26.4,26.2,Clear
2023-06-21,02:45,Riverside,Car,29.2,24.6,Cloudy
2023-09-13,19:15,North Junction,Car,14.8,72.8,Cloudy
2023-09-27,17:15,Old Town,Truck,19.5,59.2,Clear
2023-02-14,02:45,Industrial Zone,Truck,26.2,27.6,Clear
2023-10-17,21:00,University Rd,Bicycle,15.1,21.3,Cloudy
2023-11-07,02:45,Station Road,Car,34.3,28.5,Cloudy
2023-01-15,21:00,Station Road,Car,31.8,42.5,Clear
2023-08-29,12:00,Central Ave,Truck,20.3,46.8,Rain
2023-01-01,21:45,Central Ave,Car,26.9,52.0,Clear
2023-09-13,20:00,South Park,Car,29.3,31.1,Clear
2023-06-18,09:15,Riverside,Bicycle,18.2,38.4,Cloudy
2023-11-04,05:00,Old Town,Bus,24.4,10.2,Clear
2023-03-04,15:30,University Rd,Motorbike,34.4,32.3,Cloudy
2023-04-22,08:30,North Junction,Bus,20.8,56.2,Fog
2023-03-08,14:15,Market Street,Car,36.4,25.6,Clear
2023-08-03,23:00,Market Street,Car,35.0,26.9,Cloudy
2023-01-13,19:00,South Park,Motorbike,23.0,71.3,Clear
2023-11-21,09:45,South Park,Car,21.1,62.7,Clear
2023-06-15,18:15,Station Road,Car,20.3,73.0,Clear
2023-07-23,15:15,Station Road,Car,25.3,57.8,Stormy
2023-11-03,01:15,Station Road,Car,34.1,35.4,Fog
2023-05-04,23:00,Old Town,Bus,19.4,20.2,Clear
2023-05-01,12:30,Harbor Blvd,Bus,10.7,43.8,Clear
2023-12-17,12:30,North Junction,Car,17.7,51.9,Clear
2023-09-19,09:00,Industrial Zone,Bus,9.1,80.6,Fog
2023-07-10,17:15,Old Town,Car,19.0,68.8,Clear
2023-05-01,20:45,Industrial Zone,Car,41.5,20.8,Fog
2023-09-03,12:45,Riverside,Car,40.1,27.0,Rain
2023-06-27,19:00,Riverside,Car,21.7,81.4,Clear
2023-01-13,20:00,South Park,Car,45.2,4.9,Clear
2023-05-24,09:00,Station Road,Bus,15.5,61.3,Clear
2023-04-06,06:45,Station Road,Auto-Rickshaw,22.4,33.3,Clear
2023-10-13,17:30,South Park,Motorbike,36.0,35.7,Cloudy
2023-10-11,16:30,Industrial Zone,Bicycle,15.6,50.6,Clear
2023-07-11,06:15,Riverside,Motorbike,35.0,39.6,Clear
2023-07-26,06:45,Station Road,Car,35.6,16.9,Fog
2023-07-24,01:15,Station Road,Truck,27.0,23.4,Clear
2023-08-19,05:45,Old Town,Car,41.0,8.3,Clear
2023-10-10,21:15,Central Ave,Auto-Rickshaw,22.3,19.4,Clear
2023-03-20,17:30,Station Road,Motorbike,31.6,53.6,Cloudy
2023-12-20,06:00,Harbor Blvd,Auto-Rickshaw,19.9,8.6,Clear
2023-08-05,12:45,Station Road,Car,29.9,38.9,Clear
2023-07-03,08:30,Market Street,Car,9.0,100.0,Rain
2023-01-23,02:00,North Junction,Car,27.9,42.6,Rain
2023-02-08,08:15,Industrial Zone,Motorbike,13.5,80.7,Fog
2023-05-19,14:15,Station Road,Bus,10.7,72.8,Cloudy
2023-07-28,06:00,Central Ave,Car,46.2,10.6,Cloudy
2023-01-20,14:15,Station Road,Bus,12.1,38.3,Cloudy
2023-02-06,13:30,Harbor Blvd,Car,29.8,37.0,Cloudy
2023-08-10,12:00,Industrial Zone,Motorbike,32.7,42.3,Clear
2023-11-17,21:15,Industrial Zone,Car,28.7,28.4,Clear
2023-02-27,16:45,Central Ave,Bus,18.4,44.2,Cloudy
2023-06-22,19:30,Old Town,Car,31.9,32.6,Clear
2023-04-19,08:30,Old Town,Motorbike,32.5,54.1,Cloudy
2023-04-28,09:45,University Rd,Bus,17.3,33.2,Clear
2023-08-19,08:00,Central Ave,Motorbike,22.1,72.5,Clear
2023-01-11,10:30,North Junction,Car,32.6,29.7,Clear
2023-10-10,14:45,South Park,Car,33.1,27.9,Clear
2023-08-11,05:15,North Junction,Motorbike,38.7,27.2,Cloudy
2023-06-26,23:45,Harbor Blvd,Motorbike,48.0,0.0,Rain
2023-11-21,04:15,South Park,Car,32.6,20.1,Clear
2023-06-20,19:45,South Park,Auto-Rickshaw,13.5,58.8,Cloudy
2023-08-15,00:30,Industrial Zone,Car,38.0,24.8,Clear
2023-02-04,01:45,South Park,Truck,27.1,18.0,Cloudy
2023-03-19,13:00,Central Ave,Motorbike,27.1,39.8,Clear
2023-03-05,09:15,Industrial Zone,Bus,15.4,53.0,Cloudy
2023-03-06,02:15,South Park,Car,38.3,14.2,Fog
